Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
3354,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus PH15,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851215,
3355,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiETA,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851216,
3356,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiETA2,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851217,
3357,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiETA3,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851218,
3358,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiMR11,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851219,
3359,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiMR25,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851220,
3360,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiNM1,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851221,
3361,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiNM2,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851222,
3362,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus phiNM4,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851223,
3363,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus SAP26,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851224,
3364,,,,,,,,,Caudovirales,,Siphoviridae,,Phietavirus,,Staphylococcus virus X2,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851225,
3365,,,,,,,,,Caudovirales,,Siphoviridae,,Phifelvirus,,Enterococcus virus FL1,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851227,
3366,,,,,,,,,Caudovirales,,Siphoviridae,,Phifelvirus,,Enterococcus virus FL2,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851228,
3367,,,,,,,,,Caudovirales,,Siphoviridae,,Phifelvirus,,Enterococcus virus FL3,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851229,
3368,,,,,,,,,Caudovirales,,Siphoviridae,,Pikminvirus,,Microbacterium virus Pikmin,1,dsDNA,"New,",34,2018.040B.A.v1.Pikminvirus.zip,ICTVonline=201856749,
3369,,,,,,,,,Caudovirales,,Siphoviridae,,Poushouvirus,,Corynebacterium virus Poushou,1,dsDNA,"New,",34,2018.017B.A.v1.Poushouvirus.zip,ICTVonline=201856592,
3370,,,,,,,,,Caudovirales,,Siphoviridae,,Priunavirus,,Providencia virus PR1,1,dsDNA,"New,",34,2018.128B.A.v1.Priunasvirus.zip,ICTVonline=201857062,
3371,,,,,,,,,Caudovirales,,Siphoviridae,,Psavirus,,Listeria virus LP302,0,dsDNA,"New,",30,2015.015a-dB.A.v2.Psavirus.pdf,ICTVonline=201851237,
3372,,,,,,,,,Caudovirales,,Siphoviridae,,Psavirus,,Listeria virus PSA,1,dsDNA,"New,",30,2015.015a-dB.A.v2.Psavirus.pdf,ICTVonline=201851238,
3373,,,,,,,,,Caudovirales,,Siphoviridae,,Psimunavirus,,Methanobacterium virus psiM1,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851240,
3374,,,,,,,,,Caudovirales,,Siphoviridae,,Pulverervirus,,Propionibacterium virus PFR1,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201855561,
3375,,,,,,,,,Caudovirales,,Siphoviridae,,Ravinvirus,,Escherichia virus N15,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851085,
3376,,,,,,,,,Caudovirales,,Siphoviridae,,Rerduovirus,,Rhodococcus virus RER2,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851245,
3377,,,,,,,,,Caudovirales,,Siphoviridae,,Rigallicvirus,,Rhizobium virus P106B,1,dsDNA,"New,",34,2018.087B.A.v1.Rigallicvirus.zip,ICTVonline=201856863,
3378,,,,,,,,,Caudovirales,,Siphoviridae,,Rimavirus,,Strepomyces virus Drgrey,0,dsDNA,"New,",34,2018.041B.A.v1.Rimavirus.zip,ICTVonline=201856752,
3379,,,,,,,,,Caudovirales,,Siphoviridae,,Rimavirus,,Strepomyces virus Rima,1,dsDNA,"New,",34,2018.041B.A.v1.Rimavirus.zip,ICTVonline=201856751,
3380,,,,,,,,,Caudovirales,,Siphoviridae,,Roufvirus,,Aeromonas virus pIS4A,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851235,
3381,,,,,,,,,Caudovirales,,Siphoviridae,,Samistivirus,,Streptomyces virus Jay2Jay,0,dsDNA,"New,",34,2018.055B.A.v1.Samistivirus.zip,ICTVonline=201856783,
3382,,,,,,,,,Caudovirales,,Siphoviridae,,Samistivirus,,Streptomyces virus Mildred21,0,dsDNA,"New,",34,2018.055B.A.v1.Samistivirus.zip,ICTVonline=201856785,
3383,,,,,,,,,Caudovirales,,Siphoviridae,,Samistivirus,,Streptomyces virus NootNoot,0,dsDNA,"New,",34,2018.055B.A.v1.Samistivirus.zip,ICTVonline=201856784,
3384,,,,,,,,,Caudovirales,,Siphoviridae,,Samistivirus,,Streptomyces virus Paradiddles,0,dsDNA,"New,",34,2018.055B.A.v1.Samistivirus.zip,ICTVonline=201856782,
3385,,,,,,,,,Caudovirales,,Siphoviridae,,Samistivirus,,Streptomyces virus Peebs,0,dsDNA,"New,",34,2018.055B.A.v1.Samistivirus.zip,ICTVonline=201856781,
3386,,,,,,,,,Caudovirales,,Siphoviridae,,Samistivirus,,Streptomyces virus Samisti12,1,dsDNA,"New,",34,2018.055B.A.v1.Samistivirus.zip,ICTVonline=201856780,
3387,,,,,,,,,Caudovirales,,Siphoviridae,,Samunavirus,,Pseudomonas virus SM1,1,dsDNA,"New,",34,2018.090B.A.v1.Samunavirus.zip,ICTVonline=201856869,
3388,,,,,,,,,Caudovirales,,Siphoviridae,,Sanovirus,,Xylella virus Salvo,0,dsDNA,"New,",34,2018.097B.A.v1.Sanovirus.zip,ICTVonline=201856884,
3389,,,,,,,,,Caudovirales,,Siphoviridae,,Sanovirus,,Xylella virus Sano,1,dsDNA,"New,",34,2018.097B.A.v1.Sanovirus.zip,ICTVonline=201856883,
3390,,,,,,,,,Caudovirales,,Siphoviridae,,Saphexavirus,,Enterococcus virus BC611,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851247,
3391,,,,,,,,,Caudovirales,,Siphoviridae,,Saphexavirus,,Enterococcus virus IMEEF1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851248,
3392,,,,,,,,,Caudovirales,,Siphoviridae,,Saphexavirus,,Enterococcus virus SAP6,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851249,
3393,,,,,,,,,Caudovirales,,Siphoviridae,,Saphexavirus,,Enterococcus virus VD13,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851250,
3394,,,,,,,,,Caudovirales,,Siphoviridae,,Saphexavirus,,Streptococcus virus SPQS1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851251,
3395,,,,,,,,,Caudovirales,,Siphoviridae,,Sasvirus,,Corynebacterium virus BFK20,1,dsDNA,"New,",34,2018.075B.A.v1.Sasvirus.zip,ICTVonline=201856834,
3396,,,,,,,,,Caudovirales,,Siphoviridae,,Saundersvirus,,Geobacillus virus Tp84,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201855563,
3397,,,,,,,,,Caudovirales,,Siphoviridae,,Scapunavirus,,Streptomyces virus Scap1,1,dsDNA,"New,",34,2018.042B.A.v1.Scapunavirus.zip,ICTVonline=201856754,
3398,,,,,,,,,Caudovirales,,Siphoviridae,,Septimatrevirus,,Burkholderia virus KL1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851256,
3399,,,,,,,,,Caudovirales,,Siphoviridae,,Septimatrevirus,,Pseudomonas virus 73,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851257,
3400,,,,,,,,,Caudovirales,,Siphoviridae,,Septimatrevirus,,Pseudomonas virus Ab26,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851258,
3401,,,,,,,,,Caudovirales,,Siphoviridae,,Septimatrevirus,,Pseudomonas virus Kakheti25,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851259,
3402,,,,,,,,,Caudovirales,,Siphoviridae,,Seuratvirus,,Escherichia virus Cajan,0,dsDNA,"New,",30,2015.053a-dB.A.v2.Seuratvirus.pdf,ICTVonline=201851261,
3403,,,,,,,,,Caudovirales,,Siphoviridae,,Seuratvirus,,Escherichia virus Seurat,1,dsDNA,"New,",30,2015.053a-dB.A.v2.Seuratvirus.pdf,ICTVonline=201851262,
3404,,,,,,,,,Caudovirales,,Siphoviridae,,Sextaecvirus,,Staphylococcus virus SEP9,0,dsDNA,"New,",30,2015.017a-dB.A.v3.Sextaecvirus.pdf,ICTVonline=201851264,
3405,,,,,,,,,Caudovirales,,Siphoviridae,,Sextaecvirus,,Staphylococcus virus Sextaec,1,dsDNA,"New,",30,2015.017a-dB.A.v3.Sextaecvirus.pdf,ICTVonline=201851265,
3406,,,,,,,,,Caudovirales,,Siphoviridae,,Sitaravirus,,Paenibacillus virus Diva,1,dsDNA,"New,",30,2015.037a-dB.A.v3.Sitaravirus.pdf,ICTVonline=201851279,
3407,,,,,,,,,Caudovirales,,Siphoviridae,,Sitaravirus,,Paenibacillus virus Hb10c2,0,dsDNA,"New,",30,2015.037a-dB.A.v3.Sitaravirus.pdf,ICTVonline=201851280,
3408,,,,,,,,,Caudovirales,,Siphoviridae,,Sitaravirus,,Paenibacillus virus Rani,0,dsDNA,"New,",30,2015.037a-dB.A.v3.Sitaravirus.pdf,ICTVonline=201851281,
3409,,,,,,,,,Caudovirales,,Siphoviridae,,Sitaravirus,,Paenibacillus virus Shelly,0,dsDNA,"New,",30,2015.037a-dB.A.v3.Sitaravirus.pdf,ICTVonline=201851282,
3410,,,,,,,,,Caudovirales,,Siphoviridae,,Sitaravirus,,Paenibacillus virus Sitara,0,dsDNA,"New,",30,2015.037a-dB.A.v3.Sitaravirus.pdf,ICTVonline=201851283,
3411,,,,,,,,,Caudovirales,,Siphoviridae,,Sitaravirus,,Paenibacillus virus Willow,0,dsDNA,"New,",31,2016.069a-wB.A.v5.Caudovirales_38sp.pdf,ICTVonline=201851284,
3412,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus 712,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851286,
3413,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus ASCC191,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851287,
3414,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus ASCC273,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851288,
3415,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus ASCC281,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851289,
3416,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus ASCC465,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851290,
3417,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus ASCC532,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851291,
3418,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus Bibb29,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851292,
3419,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus bIL170,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851293,
3420,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus CB13,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851294,
3421,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus CB14,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851295,
3422,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus CB19,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851296,
3423,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus CB20,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851297,
3424,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus jj50,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851298,
3425,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus P2,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851299,
3426,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus P008,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851300,
3427,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus sk1,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851301,
3428,,,,,,,,,Caudovirales,,Siphoviridae,,Skunavirus,,Lactococcus virus Sl4,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851302,
3429,,,,,,,,,Caudovirales,,Siphoviridae,,Slashvirus,,Bacillus virus Slash,1,dsDNA,"New,",30,2015.040a-dB.A.v2.Slashvirus.pdf,ICTVonline=201851304,
3430,,,,,,,,,Caudovirales,,Siphoviridae,,Slashvirus,,Bacillus virus Stahl,0,dsDNA,"New,",30,2015.040a-dB.A.v2.Slashvirus.pdf,ICTVonline=201851305,
3431,,,,,,,,,Caudovirales,,Siphoviridae,,Slashvirus,,Bacillus virus Staley,0,dsDNA,"New,",30,2015.040a-dB.A.v2.Slashvirus.pdf,ICTVonline=201851306,
3432,,,,,,,,,Caudovirales,,Siphoviridae,,Slashvirus,,Bacillus virus Stills,0,dsDNA,"New,",30,2015.040a-dB.A.v2.Slashvirus.pdf,ICTVonline=201851307,
3433,,,,,,,,,Caudovirales,,Siphoviridae,,Smoothievirus,,Gordonia virus Bachita,0,dsDNA,"New,",31,2016.046a-dB.A.v1.Smoothievirus.pdf,ICTVonline=201851309,
3434,,,,,,,,,Caudovirales,,Siphoviridae,,Smoothievirus,,Gordonia virus ClubL,0,dsDNA,"New,",31,2016.046a-dB.A.v1.Smoothievirus.pdf,ICTVonline=201851310,
3435,,,,,,,,,Caudovirales,,Siphoviridae,,Smoothievirus,,Gordonia virus OneUp,0,dsDNA,"New,",31,2016.046a-dB.A.v1.Smoothievirus.pdf,ICTVonline=201851311,
3436,,,,,,,,,Caudovirales,,Siphoviridae,,Smoothievirus,,Gordonia virus Smoothie,1,dsDNA,"New,",31,2016.046a-dB.A.v1.Smoothievirus.pdf,ICTVonline=201851312,
3437,,,,,,,,,Caudovirales,,Siphoviridae,,Soupsvirus,,Gordonia virus Soups,1,dsDNA,"New,",31,2016.061a-dB.A.v1.Soupsvirus.pdf,ICTVonline=201851314,
3438,,,,,,,,,Caudovirales,,Siphoviridae,,Soupsvirus,,Gordonia virus Strosahl,0,dsDNA,"New,",34,2018.098B.A.v2.Soupsvirus_2sp.zip,ICTVonline=201856886,
3439,,,,,,,,,Caudovirales,,Siphoviridae,,Soupsvirus,,Gordonia virus Wait,0,dsDNA,"New,",34,2018.098B.A.v2.Soupsvirus_2sp.zip,ICTVonline=201856885,
3440,,,,,,,,,Caudovirales,,Siphoviridae,,Sourvirus,,Gordonia virus Sour,1,dsDNA,"New,",34,2018.122B.A.v1.Sourvirus.zip,ICTVonline=201856991,
3441,,,,,,,,,Caudovirales,,Siphoviridae,,Spbetavirus,,Bacillus virus SPbeta,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851316,
3442,,,,,,,,,Caudovirales,,Siphoviridae,,Stanholtvirus,,Burkholderia virus phi6442,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850963,
3443,,,,,,,,,Caudovirales,,Siphoviridae,,Stanholtvirus,,Burkholderia virus phi1026b,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850964,
3444,,,,,,,,,Caudovirales,,Siphoviridae,,Stanholtvirus,,Burkholderia virus phiE125,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850965,
3445,,,,,,,,,Caudovirales,,Siphoviridae,,Steinhofvirus,,Achromobacter virus 83-24,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850993,
3446,,,,,,,,,Caudovirales,,Siphoviridae,,Steinhofvirus,,Achromobacter virus JWX,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201850994,
3447,,,,,,,,,Caudovirales,,Siphoviridae,,Sugarlandvirus,,Klebsiella virus IME260,0,dsDNA,"New,",34,2018.129B.A.v1.Sugarlandvirus.zip,ICTVonline=201857065,
3448,,,,,,,,,Caudovirales,,Siphoviridae,,Sugarlandvirus,,Klebsiella virus Sugarland,1,dsDNA,"New,",34,2018.129B.A.v1.Sugarlandvirus.zip,ICTVonline=201857064,
3449,,,,,,,,,Caudovirales,,Siphoviridae,,Tankvirus,,Arthrobacter virus Tank,1,dsDNA,"New,",31,2016.048a-dB.A.v2.Tankvirus.pdf,ICTVonline=201851334,
3450,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus AKFV33,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851321,
3451,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus BF23,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851322,
3452,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus DT57C,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851323,
3453,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus EPS7,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851324,
3454,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus FFH1,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851325,
3455,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus H8,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851326,
3456,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus slur09,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851327,
3457,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Escherichia virus T5,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851328,
3458,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Salmonella virus 118970sal2,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851329,
3459,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Salmonella virus Shivani,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851330,
3460,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Salmonella virus SPC35,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851331,
3461,,,,,,,,,Caudovirales,,Siphoviridae,,Tequintavirus,,Salmonella virus Stitch,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851332,
3462,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Anaya,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851343,
3463,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Angelica,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851344,
3464,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Crimd,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851345,
3465,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Fionnbharth,0,dsDNA,"Renamed,Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851346,
3466,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Jaws,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851347,
3467,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Larva,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851348,
3468,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Macncheese,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851349,
3469,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Pixie,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851350,
3470,,,,,,,,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus TM4,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851351,
3471,,,,,,,,,Caudovirales,,Siphoviridae,,Tinduovirus,,Tsukamurella virus TIN2,1,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851336,
3472,,,,,,,,,Caudovirales,,Siphoviridae,,Tinduovirus,,Tsukamurella virus TIN3,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851337,
3473,,,,,,,,,Caudovirales,,Siphoviridae,,Tinduovirus,,Tsukamurella virus TIN4,0,dsDNA,"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201851338,
3474,,,,,,,,,Caudovirales,,Siphoviridae,,Titanvirus,,Rhodobacter virus RcSpartan,0,dsDNA,"New,",31,2016.050a-dB.A.v1.Titanvirus.pdf,ICTVonline=201851340,
3475,,,,,,,,,Caudovirales,,Siphoviridae,,Titanvirus,,Rhodobacter virus RcTitan,1,dsDNA,"New,",31,2016.050a-dB.A.v1.Titanvirus.pdf,ICTVonline=201851341,
3476,,,,,,,,,Caudovirales,,Siphoviridae,,Tortellinivirus,,Mycobacterium virus Tortellini,1,dsDNA,"New,",34,2018.031B.A.v1.Tortellinivirus.zip,ICTVonline=201856722,
3477,,,,,,,,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 47,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851356,
3478,,,,,,,,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 3a,1,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851357,
3479,,,,,,,,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 42e,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851358,
3480,,,,,,,,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus IPLA35,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851359,
3481,,,,,,,,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus phi12,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851360,
3482,,,,,,,,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus phiSLT,0,dsDNA,"Renamed,Moved,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201851361,
3483,,,,,,,,,Caudovirales,,Siphoviridae,,Trigintaduovirus,,Mycobacterium virus 32HC,1,dsDNA,"New,",32,2017.026B.A.v2.Trigintaduovirus.zip,ICTVonline=201855565,
3484,,,,,,,,,Caudovirales,,Siphoviridae,,Trinavirus,,Rhodococcus virus Trina,1,dsDNA,"New,",34,2018.057B.A.v1.Trinavirus.zip,ICTVonline=201856789,
3485,,,,,,,,,Caudovirales,,Siphoviridae,,Trippvirus,,Paenibacillus virus Tripp,1,dsDNA,"New,",34,2018.102B.A.v1.Trippvirus.zip,ICTVonline=201856895,
3486,,,,,,,,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 1H,1,dsDNA,"New,",34,2018.131B.A.v1.Unahavirus.zip,ICTVonline=201857073,
3487,,,,,,,,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 23T,0,dsDNA,"New,",34,2018.131B.A.v1.Unahavirus.zip,ICTVonline=201857076,
3488,,,,,,,,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 2A,0,dsDNA,"New,",34,2018.131B.A.v1.Unahavirus.zip,ICTVonline=201857075,
3489,,,,,,,,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 6H,0,dsDNA,"New,",34,2018.131B.A.v1.Unahavirus.zip,ICTVonline=201857074,
3490,,,,,,,,,Caudovirales,,Siphoviridae,,Vegasvirus,,Paenibacillus virus Vegas,1,dsDNA,"New,",31,2016.052a-dB.A.v1.Vegasvirus.pdf,ICTVonline=201851365,
